Date,Open,High,Low,Close,Volume
2024-09-06,275.2876447059526,277.7752232921829,274.9506868099649,276.87335205078125,7187700
2024-09-09,279.5690545932574,284.4054485427408,279.1329843030677,283.0575866699219,10933900
2024-09-10,283.37470170285235,283.8405026301015,281.03580700081795,282.78997802734375,5314400
2024-09-11,282.4728574665874,282.6215411609369,275.81291072544883,281.4223327636719,6281800
2024-09-12,281.461980766985,283.4441073921046,278.9545917960028,282.8197326660156,4160800
2024-09-13,283.92974372347754,286.1596363729736,282.9981417080997,284.7820739746094,4987600
2024-09-16,285.47578729962856,288.3003239102485,285.1685600791778,287.88409423828125,4458900
2024-09-17,288.3002708973215,290.45089128987223,287.4875918369219,288.9543762207031,5135700
2024-09-18,289.23193601081095,289.41032016218577,285.55509930370846,285.9019775390625,5890000
2024-09-19,288.4886138346245,288.87514304111886,280.3420722574041,282.6908874511719,10382100
2024-09-20,282.9485847857055,284.43517980209276,280.71869226112466,282.22509765625,27810900
2024-09-23,282.35392123750614,286.29836396349094,282.07642473006536,286.05059814453125,6505600
2024-09-24,277.67611725044867,278.4887964418907,270.2728729466299,270.3422546386719,13690200
2024-09-25,271.73964410205133,271.7991054794688,265.83291540139317,267.22039794921875,11671300
2024-09-26,268.08265603233525,270.7981601341242,267.5871243206304,269.26202392578125,9552500
2024-09-27,270.71882973686536,275.4957616618982,270.3422208783571,272.71087646484375,6509600
2024-09-30,272.54239995240613,273.2262360300566,270.7584981597489,272.49285888671875,5969900
2024-10-01,274.49482688857665,276.56614573335617,271.9081357270118,275.11920166015625,5781600
2024-10-02,274.09835569921626,275.1588005789485,272.90906776467654,274.5245056152344,4741600
2024-10-03,274.19746800534193,275.20834157807604,273.3748686147659,274.3857421875,3036700
2024-10-04,274.8713941414813,275.95164943771977,272.6415018638243,275.4461975097656,4259300
2024-10-07,275.119149037735,275.1389594134936,270.7980977793222,271.34320068359375,4339300
2024-10-08,272.25501125587925,273.6326038645488,271.5612850403472,272.5027770996094,4370900
