Date,Open,High,Low,Close,Volume
2025-11-24 12:00:00+00:00,310.94000244140625,318.55999755859375,309.5950012207031,314.364990234375,23917873
2025-11-24 16:00:00+00:00,314.364990234375,318.8399963378906,311.8800964355469,317.8900146484375,16262332
2025-11-24 20:00:00+00:00,317.9100036621094,319.4800109863281,317.739990234375,318.4200134277344,20536469
2025-11-25 12:00:00+00:00,325.0299987792969,328.8299865722656,317.6499938964844,320.67498779296875,35157630
2025-11-25 16:00:00+00:00,320.6099853515625,324.3399963378906,318.67999267578125,321.3800048828125,17675170
2025-11-25 20:00:00+00:00,321.4100036621094,324.2699890136719,321.3500061035156,323.3900146484375,3769471
2025-11-26 12:00:00+00:00,320.5199890136719,324.5,316.7900085449219,319.4317932128906,18606320
2025-11-26 16:00:00+00:00,319.4599914550781,320.0400085449219,318.12701416015625,319.3500061035156,10056259
2025-11-26 20:00:00+00:00,319.3500061035156,320.4150085449219,319.2099914550781,320.010009765625,2803187
2025-11-28 12:00:00+00:00,323.92498779296875,326.8299865722656,316.7900085449219,317.3699951171875,12737286
2025-11-28 16:00:00+00:00,317.3599853515625,320.0799865722656,317.1099853515625,319.70001220703125,2341202
2025-12-01 12:00:00+00:00,317.70001220703125,319.8500061035156,314.44000244140625,316.7300109863281,10925848
2025-12-01 16:00:00+00:00,316.75,318.4200134277344,315.32501220703125,316.5000915527344,6626198
2025-12-01 20:00:00+00:00,316.5199890136719,316.5799865722656,313.8900146484375,315.1400146484375,2787097
2025-12-02 12:00:00+00:00,315.1499938964844,318.3800048828125,313.9100036621094,314.6600036621094,10594068
2025-12-02 16:00:00+00:00,314.6499938964844,316.9649963378906,314.1199951171875,315.635009765625,6204245
2025-12-02 20:00:00+00:00,315.6199951171875,316.0,315.0,315.70001220703125,1818927
2025-12-03 12:00:00+00:00,315.760009765625,320.1199951171875,314.1000061035156,319.1700134277344,9991861
2025-12-03 16:00:00+00:00,319.1300048828125,321.5692138671875,318.9700012207031,321.3399963378906,7076879
2025-12-03 20:00:00+00:00,321.32000732421875,321.375,319.2799987792969,319.5199890136719,3200725
2025-12-04 12:00:00+00:00,320.3949890136719,320.7200012207031,314.7117004394531,316.0299987792969,10070404
2025-12-04 16:00:00+00:00,316.010009765625,317.9100036621094,315.739990234375,317.1499938964844,5695004
